Title,Abstract,Article URL,date 
Late Holocene increase of winter precipitation in mid-continental North America from a seasonally resolved speleothem record,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/7/781/612993/Late-Holocene-increase-of-winter-precipitation-in,2023-01-24
Infaunalization and resource partitioning during the Mesozoic marine revolution,"Infaunalization has been regarded as representing a response to increased predation pressures and is therefore central to the Mesozoic marine revolution, which gives pre-eminence to the role that enemy-directed evolution has played as a driving force of biotic change. Our ichnologic compilation from 39 Middle Triassic to Late Jurassic shallow-marine siliciclastic units allows us to evaluate the vertical partitioning of the infaunal ecospace through the application of the ichnoguild concept. This study shows that infaunal communities experienced a marked increase in ecospace utilization during the Early Jurassic, reaching a plateau during the rest of the Jurassic. This trend is expressed by an increase in the maximum number of ichnoguilds per community and per tier and in the number of ichnotaxa per ichnoguild. This pattern shows important partitioning of the infaunal ecospace into a series of tiers and that several organisms were able to exploit the same resources available at discrete sediment zones below the sea bottom. The increase in the maximum number of ichnoguilds per community and per tier suggests that niche partitioning was a key factor in a more efficient use of the infaunal ecospace and in driving alpha diversity. However, the increase in the number of ichnotaxa per ichnoguild indicates that ichnoguilds were packed with organisms exploiting similar resources, arguing against the role of competitive exclusion in structuring communities. Because several episodes of predation increase took place during the Mesozoic, an unequivocal link between predation pressures and infaunalization cannot be demonstrated empirically.",https://pubs.geoscienceworld.org/gsa/geology/article/50/7/786/612997/Infaunalization-and-resource-partitioning-during,2023-01-24
Ancient roots of tungsten in western North America,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/7/791/612990/Ancient-roots-of-tungsten-in-western-North-America,2023-01-24
Oxygen isotope evidence for progressively assimilating trans-crustal magma plumbing systems in Iceland,"The oxygen isotope composition of mantle-derived melts can place important constraints on how magmas are processed as they traverse the crust. Assimilation of crustal material is a crucial aspect of basalt petrogenesis, as it affects the chemical and rheological characteristics of eruptive magmas at active volcanoes. We report oxygen isotope (δ18O) and trace element (TE) data from a suite of well-characterized basaltic melt inclusions and groundmass glasses from the Bárðarbunga volcanic system in Iceland to assess how and where in the plumbing system crustal rocks interact with ascending magmas. While both melt inclusions and groundmass glasses record a large range in δ18O values (+3.2‰ to +6.4‰ and +2.6‰ to +5.5‰, respectively) groundmass glasses record lower values on average. Relationships between incompatible trace element (e.g., Zr/Nb) and oxygen isotope ratios are best explained with three-component mixing, where primary melts derived from depleted and enriched mantle components with distinct δ18O values mix and acquire a low-δ18O character upon progressive contamination with altered Icelandic crust. The majority (60%) of melt inclusions require 10–30% exchange of oxygen with the Icelandic crust. In addition, for the first time, we link the extent of oxygen isotope exchange with melt equilibration depths, showing that most of the contamination occurs at 1–2 kbar (3–7 km depth). We propose that a progressively assimilating, multi-tiered plumbing system is a characteristic feature of the Bárðarbunga volcanic system, whereby chemical modifications resulting from interaction with the crust systematically increase as melts migrate through higher crustal levels. We show that similar processes may also occur across the active rift zone in Iceland.",https://pubs.geoscienceworld.org/gsa/geology/article/50/7/796/612994/Oxygen-isotope-evidence-for-progressively,2023-01-24
Relationship between glacial CO2 drawdown and mercury cycling in the western South Atlantic: An isotopic insight,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/7/801/613055/Relationship-between-glacial-CO2-drawdown-and,2023-01-24
"Atypical landslide induces speedup, advance, and long-term slowdown of a tidewater glacier","Atmospheric and oceanic warming over the past century have driven rapid glacier thinning and retreat, destabilizing hillslopes and increasing the frequency of landslides. The impact of these landslides on glacier dynamics and resultant secondary landslide hazards are not fully understood. We investigated how a 262 ± 77 × 106 m3 landslide affected the flow of Amalia Glacier, Chilean Patagonia. Despite being one of the largest recorded landslides in a glaciated region, it emplaced little debris onto the glacier surface. Instead, it left a series of landslide-perpendicular ridges, landslide-parallel fractures, and an apron of ice debris—with blocks as much as 25 m across. Our observations suggest that a deep-seated failure of the mountainside impacted the glacier flank, propagating brittle deformation through the ice and emplacing the bulk of the rock mass below the glacier. The landslide triggered a brief downglacier acceleration of Amalia Glacier followed by a slowdown of as much as 60% of the pre-landslide speed and increased suspended-sediment concentrations in the fjord. These results highlight that landslides may induce widespread and long-lasting disruptions to glacier dynamics.",https://pubs.geoscienceworld.org/gsa/geology/article/50/7/806/613387/Atypical-landslide-induces-speedup-advance-and,2023-01-24
Seismic anisotropy in the central Tien Shan unveils rheology-controlled deformation during intracontinental orogenesis,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/7/812/613051/Seismic-anisotropy-in-the-central-Tien-Shan,2023-01-24
"Cenozoic sediment bypass versus Laramide exhumation and erosion of the Eagle Ford Group: Perspective from modelling of organic and inorganic proxy data (Maverick Basin, Texas, USA)","The Cenozoic unconformity above the Late Cretaceous carbonates within the Maverick Basin is a unique feature of Texas (USA). Hypotheses accounting for the unconformity include (1) Cenozoic sediment bypass, and (2) ~6400 m of erosion during the Laramide orogeny. Both hypotheses have different implications for the burial history of the Eagle Ford Group (EFG) and for our understanding of the Laramide orogeny. We generated clumped isotope data and organic maturation proxies from the same location. Carbonate clumped isotope temperatures obtained (113 ± 9 °C) represent recrystallization during burial and a minimum estimate of the maximum burial temperature. This constraint is significantly warmer than apparent organic temperatures derived using an Arrhenius equation (40–55 °C). Organic matter transformation and carbonate recrystallization respond to temperature over different time scales and therefore capture snapshots of the thermal history particular to the chemical reactions that control the respective processes. Using numerical forward modeling on the combination of two different temperature proxies, we derived a new hypothesis: ~2800 m of Cenozoic sediments were accumulated and then eroded during late Laramide compression. This is significantly less erosion than previous estimates, indicating the impact of the Laramide orogeny in the basin may have been less severe than previously thought.",https://pubs.geoscienceworld.org/gsa/geology/article/50/7/817/613053/Cenozoic-sediment-bypass-versus-Laramide,2023-01-24
The problem of paleo-planforms,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/7/822/613522/The-problem-of-paleo-planforms,2023-01-24
Plate tectonic–like cycles since the Hadean: Initiated or inherited?,"Interpretation of Earth's oldest preserved crustal archive, the Jack Hills zircon of Western Australia, has been controversial in terms of the onset of plate tectonics. We conduct time-series analysis on hafnium isotopes of the Jack Hills zircon and reveal an array of statistically significant cycles that are reminiscent of plate-tectonic subduction. At face value, such cycles may suggest early Earth conditions similar to those of today—the uniformitarian hypothesis that plate tectonics was essentially operational since “day one”. On the other hand, in the context of expected secular changes due to planetary evolution and geological observations, the cycles could instead imply that modern plate-tectonic subduction inherited mantle convective harmonics already facilitated by an early phase of stagnant-lid delamination—the “lid-to-plates” hypothesis. Either way, any model for the nature of plate tectonics must incorporate conditions operating during Hadean time, either by initiation of plate tectonics then or by later inheritance of preexisting cycles of mantle convection.",https://pubs.geoscienceworld.org/gsa/geology/article/50/7/827/613386/Plate-tectonic-like-cycles-since-the-Hadean,2023-01-24
"Pothole-like depressions in the chamber floor of the Sudbury Igneous Complex, Canada",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/7/832/613388/Pothole-like-depressions-in-the-chamber-floor-of,2023-01-24
Laser-ablation Lu-Hf dating reveals Laurentian garnet in subducted rocks from southern Australia,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/7/837/613056/Laser-ablation-Lu-Hf-dating-reveals-Laurentian,2023-01-24
Oceanic isostasy as a trigger for the rift-to-drift transition,"A long-standing missing link in our understanding of the Wilson cycle is how a continental rift transitions to seafloor spreading. The variety of rift structures and transition timings at rift margins do not easily lend themselves to some specific degree of strain and/or magmatism as the tipping point. Invariably ignored in the process, but a potential key to the conundrum, is the isostatic response that comes with ocean loading during and after inundation. Ocean mass redistribution on variably subsiding crust drives flow in the asthenosphere in much the same way a growing icecap drives a corresponding outward mantle flow. This flow alters mantle tractions of the rift system, with disappearance of basal resistance, and even adds a push to the rifting process. Evidence for ocean inundation facilitating self-sustained seafloor spreading is observed in the Atlantic, around the Afar triple junction, and elsewhere, indicating that the ocean should not be considered simply incidental to the creation of oceanic basins.",https://pubs.geoscienceworld.org/gsa/geology/article/50/7/843/613054/Oceanic-isostasy-as-a-trigger-for-the-rift-to,2023-01-24
Plagioclase archives of depleted melts in the oceanic crust,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/7/848/613384/Plagioclase-archives-of-depleted-melts-in-the,2023-01-24
Sulfide-associated hydrothermal dolomite and calcite reveal a shallow burial depth for Alpine-type Zn-(Pb) deposits,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/7/853/613052/Sulfide-associated-hydrothermal-dolomite-and,2023-01-24
Cenozoic mountain building in eastern China and its correlation with reorganization of the Asian climate regime,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/7/859/613381/Cenozoic-mountain-building-in-eastern-China-and,2023-01-24
"Biogeodynamics: Coupled evolution of the biosphere, atmosphere, and lithosphere","There is broad consensus that tectonic and magmatic processes play a role in the evolution of life and the composition of the atmosphere. Tectonic and magmatic processes provide a suite of bio-essential nutrients that are carried into the hydrosphere through sedimentary processes. Tectonic processes facilitate the subsequent recycling and concentration of these nutrients for continued biospheric utilization. The burgeoning field of “biogeodynamics” aims to test hypotheses about such connections (Fig. 1). The past 50 years brought the plate tectonics revolution into full swing. The next 50 years are in a prime position to expand phylogenic consensus, augmenting secular evolution of geologic processes and expanding the links between the disparate processes controlling the evolution of the biosphere, atmosphere, and the solid Earth.",https://pubs.geoscienceworld.org/gsa/geology/article/50/8/867/615489/Biogeodynamics-Coupled-evolution-of-the-biosphere,2023-01-24
Time scales of open-system processes in a complex and heterogeneous mush-dominated plumbing system,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/8/869/613385/Time-scales-of-open-system-processes-in-a-complex,2023-01-24
Possible bipolar global expression of the P3 and P4 glacial events of eastern Australia in the Northern Hemisphere: Marine diamictites and glendonites from the middle to upper Permian in ...,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/8/874/613383/Possible-bipolar-global-expression-of-the-P3-and,2023-01-24
"Late glacial–Holocene record of Southern Hemisphere westerly wind dynamics from the Falkland Islands, South Atlantic Ocean","The Southern Hemisphere westerly wind belt (SHWW) is a major feature of Southern Hemisphere, midlatitude climate that is closely linked with the sequestration and release of CO2 in the Southern Ocean. Past changes in the strength and position of this wind belt are poorly resolved, particularly across the Pleistocene-Holocene transition, a time period associated with fluctuations in atmospheric temperatures and CO2 levels. We used dust geochemistry, particle size measurements, and paleoecological analyses from a peat sequence in the Falkland Islands, South Atlantic Ocean, to describe changes in the SHWW between 16.0 and 6.5 ka (thousands of years before CE 1950). Wind strength was low at ~51°S before and during the Antarctic Cold Reversal (ACR, 14.9–13.0 ka), intensified between 13.1 and 12.1 ka as atmospheric temperatures increased, and then weakened, reaching a minimum between 12.1 and 10.9 ka during the Early Holocene thermal maximum. Northwesterly air masses became more dominant from 12.0 to 10.2 ka, and wind strength remained low until our record was affected by a storm surge or tsunami ca. 7.8 ka. These data indicate a southward shift in the latitude of the SHWW, from north of 51°S prior to and during the ACR, at ~51°S before the onset of the Holocene, and south of 51°S during the early Holocene thermal maximum. This pattern suggests that the latitude of the SHWW was coupled with atmospheric temperatures through the Pleistocene-Holocene transition.",https://pubs.geoscienceworld.org/gsa/geology/article/50/8/880/613524/Late-glacial-Holocene-record-of-Southern,2023-01-24
Nd isotopic evidence for enhanced mafic weathering leading to Ordovician cooling,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/8/886/613520/Nd-isotopic-evidence-for-enhanced-mafic-weathering,2023-01-24
Thermal and compositional anomalies in a detailed xenolith-based lithospheric mantle profile of the Siberian craton and the origin of seismic midlithosphere discontinuities,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/8/891/613382/Thermal-and-compositional-anomalies-in-a-detailed,2023-01-24
Claspers in the mid-Cambrian Olenoides serratus indicate horseshoe crab–like mating in trilobites,"Sexual reproduction represents a fundamental aspect of animal biology, but the diversity of reproductive strategies among early Paleozoic metazoans remains obscure. Direct evidence of reproductive strategies comes from exceptionally preserved egg masses in Cambrian and Ordovician euarthropods such as waptiids and trilobites, but anatomical or behavioral adaptations for mating in these taxa are all but unknown. We demonstrate the presence of functionally specialized appendages in the mid-Cambrian (Wuliuan) Burgess Shale trilobite Olenoides serratus. New material of O. serratus preserves significantly modified and reduced endopodites underneath the seventh thoracic and first pygidial tergites. Comparison with extant euarthropods indicates that these specialized limbs are functional analogs to claspers, which are used by sexually mature males to grasp females prior to or during mating. The claspers in O. serratus were most likely used by the male to hold onto the posterior pygidial spines of the female during amplex, similar to the strategy observed in the horseshoe crab Limulus polyphemus. The new appendicular data from O. serratus provide the first direct evidence for trilobite sexual dimorphism based on the non-biomineralized ventral anatomy. Our findings illuminate the reproductive biology of trilobites and indicate that complex mating behaviors observed in extant euarthropods originated during the Cambrian explosion.",https://pubs.geoscienceworld.org/gsa/geology/article/50/8/897/613523/Claspers-in-the-mid-Cambrian-Olenoides-serratus,2023-01-24
"Multiple phyla, one time resolution? Similar time averaging in benthic foraminifera, mollusk, echinoid, crustacean, and otolith fossil assemblages","Time averaging of fossil assemblages determines temporal precision of paleoecological and geochronological inferences. Taxonomic differences in intrinsic skeletal durability are expected to produce temporal mismatch between co-occurring species, but the importance of this effect is difficult to assess due to lack of direct estimates of time averaging for many higher taxa. Moreover, burial below the taphonomic active zone and early diagenetic processes may alleviate taxonomic differences in disintegration rates in subsurface sediments. We compared time averaging across five phyla of major carbonate producers co-occurring in a sediment core from the northern Adriatic Sea shelf. We dated individual bivalve shells, foraminiferal tests, tests and isolated plates of irregular and regular echinoids, crab claws, and fish otoliths. In spite of different skeletal architecture, mineralogy, and life habit, all taxa showed very similar time averaging varying from ~1800 to ~3600 yr (interquartile age ranges). Thus, remains of echinoids and crustaceans—two groups with multi-elemental skeletons assumed to have low preservation potential—can still undergo extensive age mixing comparable to that of the co-occurring mollusk shells. The median ages of taxa differed by as much as ~3700 yr, reflecting species-specific timing of seafloor colonization during the Holocene transgression. Our results are congruent with sequestration models invoking taphonomic processes that minimize durability differences among taxa. These processes together with temporal variability in skeletal production can overrule the effects of durability in determining temporal resolution of multi-taxic fossil assemblages.",https://pubs.geoscienceworld.org/gsa/geology/article/50/8/902/613544/Multiple-phyla-one-time-resolution-Similar-time,2023-01-24
Evidence for benthic oxygen production in Neoarchean lacustrine stromatolites,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/8/907/613549/Evidence-for-benthic-oxygen-production-in,2023-01-24
Cenozoic delamination of the southwestern Yangtze craton owing to densification during subduction and collision,"It is widely thought that oceanic subduction can trigger cratonic keel delamination, but the southwestern Yangtze craton (SYC; southwestern China) lost its lower keel during Cenozoic continental collision. The upper mantle beneath the thinned SYC contains its incompletely delaminated keel, which has high-velocity seismic anomalies. Combining geophysical observations with the geochemistry of Eocene mafic potassic lavas derived from the SYC mantle at different depths, we suggest that the deep (~130 km) delaminated lithosphere was more fertile and dense, with low-forsterite (Fo; molar 100 × Mg/[Mg + Fe] = 91.3) and high-δ18O (5.9‰) olivine, than the shallow (~55 km) intact lithosphere (Fo = 94.2; δ18O = 5.2‰), although both were rehydrated and oxidized. The deep keel underwent strong refertilization and densification owing to the addition of Fe-rich basaltic melts during earlier oceanic subduction. Subduction-driven refertilization and subsequent collision-driven cooling caused cratonic keel delamination due to compositional and thermal densification rather than hydration- or oxidation-induced rheological weakening. Our study provides an example of Cenozoic cratonic keel delamination in a collisional orogen and highlights the key roles of compositional and thermal densification in delamination during subduction and collision.",https://pubs.geoscienceworld.org/gsa/geology/article/50/8/912/613550/Cenozoic-delamination-of-the-southwestern-Yangtze,2023-01-24
830-million-year-old microorganisms in primary fluid inclusions in halite,"Primary fluid inclusions in bedded halite from the 830-m.y.-old Browne Formation of central Australia contain organic solids and liquids, as documented with transmitted light and ultraviolet–visible (UV-vis) petrography. These objects are consistent in size, shape, and fluorescent response with cells of prokaryotes and eukaryotes and with organic compounds. This discovery shows that microorganisms from saline depositional environments can remain well preserved in halite for hundreds of millions of years and can be detected in situ with optical methods alone. This study has implications for the search for life in both terrestrial and extraterrestrial chemical sedimentary rocks.",https://pubs.geoscienceworld.org/gsa/geology/article/50/8/918/613521/830-million-year-old-microorganisms-in-primary,2023-01-24
The influence of glacial isostatic adjustment on continental shelf stratigraphic correlation,"Glacial isostatic adjustment (GIA) imparts geographic variability in the amplitude and timing of local sea-level (LSL) change arising from glacial-interglacial oscillations relative to a global mean signal (eustasy). We modeled how GIA manifests in the stratigraphic record across four shelf-perpendicular transects moving progressively more distal to the Quaternary North American ice complex, subject to varying amounts of GIA during glacial-interglacial cycles. Along each transect, we obtained LSL histories for nine sites between 1 m and 250 m water depth from the output of a gravitationally self-consistent GIA model run from marine oxygen isotope stage (MIS) 11 to the present. We paired each site's unique LSL history with 50 identical annual sedimentation models to create a library of 400-k.y.-duration synthetic stratigraphic columns (each assuming no tectonics). Comparison of the suite of synthetic stratigraphic columns between transects for a given bathymetric depth reveals latitudinal differences in the stratigraphically determined number, magnitude, and age of glacial-interglacial cycles, as inferred from stratigraphic sequence count, apparent water-depth change, and age of preserved deglacial transgression. We conclude that, for many field locales, extraction of primary information about the number, scale, and duration of pre-Cenozoic glacial-interglacial cycles from continental shelf stratigraphic records near ice sheets demands a deconvolution of the GIA signal.",https://pubs.geoscienceworld.org/gsa/geology/article/50/8/923/613547/The-influence-of-glacial-isostatic-adjustment-on,2023-01-24
Diapirism of carbonate platforms subducted into the upper mantle,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/8/929/613526/Diapirism-of-carbonate-platforms-subducted-into,2023-01-24
Extensive evidence for a last interglacial Laurentide outburst (LILO) event,"A catastrophic last interglacial Laurentide outburst (LILO) event approximately 125,000 years ago (125 ka) may have contributed to abrupt climate change during the last interglacial. It has been proposed that this event was an analog of the Holocene 8.2 ka event. We characterize in detail the (1) provenance, (2) timing, and (3) delivery mechanism of a layer of red sediments deposited across much of the northwestern Atlantic Ocean at 125 ka. Our observations provide strong support for the occurrence of a LILO event that was analogous to the 8.2 ka event in all three aspects, and likely surpassed it in magnitude. The freshwater discharge associated with the 125 ka LILO event may explain a series of abrupt global changes, including a reduction of the North Atlantic Deep Water and reinvigoration of the Antarctic Bottom Water. Our findings suggest that the mechanism that triggered the LILO event may be an integral part of the deglacial sequence of events, during which the final collapse of the contiguous Laurentide Ice Sheet took place 3.5–4 k.y. after full interglacial temperature was reached in the middle and high northern latitudes.",https://pubs.geoscienceworld.org/gsa/geology/article/50/8/934/613525/Extensive-evidence-for-a-last-interglacial,2023-01-24
"An explosive volcanic origin identified for dark sand in Aeolis Dorsa, Mars","Dark, windblown (eolian) sand on Mars has produced significant geologic effects throughout Martian history. Although local and regional sand sources have been identified, a primary origin, or genesis, for Martian sand has not been demonstrated. This knowledge gap was recently heightened by the discovery of widespread sand motion, implying breakdown of grains to sub-sand sizes. To address the question of sand genesis, we investigated the source(s) of sand in Aeolis Dorsa (AD), the westernmost Medusae Fossae Formation, using comparisons to sand potentially sourced from multiple regions, each connoting a different sand genesis. Our methods included comparison of (1) AD sand mineralogies with those of possible sand source features, and (2) mapped AD sand deposits and inferred emplacement directions with modeled sand deposit locations and transport pathways. The results point to a time-transgressive unit, interpreted as pyroclastic, as a source of dark sand. High-resolution images of this unit reveal outcrops with dark sand weathering out of lithified bedrock. Given the extent of interpreted pyroclastic deposits on Mars, this sand genesis mechanism is likely widespread today and operated throughout Martian history. Whereas this work identified olivine-rich sand, a range of original pyroclastic lithologies would account for the mineralogic variability of dune fields on Mars. These findings can be tested through analyses of other pyroclastic deposits and potentially by data from the NASA Curiosity rover in nearby Gale crater.",https://pubs.geoscienceworld.org/gsa/geology/article/50/8/939/613527/An-explosive-volcanic-origin-identified-for-dark,2023-01-24
"Early incubation and prolonged maturation of large ignimbrite magma bodies: Evidence from the Southern Rocky Mountain volcanic field, Colorado, USA","Clusters of early central volcanoes in the mid-Cenozoic Southern Rocky Mountain volcanic field (SRMVF; southwestern Colorado, USA) record sites of initial magmatic focusing that led to assembly of sizable upper-crustal magma bodies capable of generating large ignimbrites. Peak growth at precursor andesitic volcanoes was followed by extended periods (0.5 to >2 m.y.) of reduced eruptive activity during inferred prolonged incubation of the crustal reservoir prior to eruption of ignimbrites at the San Juan magmatic locus, as exemplified by the 5000 km3 Fish Canyon Tuff and associated La Garita caldera. After a magma system became thermally mature and compositionally evolved, additional large ignimbrites could erupt more rapidly from polycyclic calderas. In contrast, incubation times for smaller ignimbrite magmas, as at Crater Lake, Oregon, were briefer than for San Juan systems. Plutonic counterparts to the temporal-compositional assembly of arc-ignimbrite magmas are exemplified by incrementally emplaced granitoid intrusions like the Mesozoic Tuolumne complex in the Sierra Nevada.",https://pubs.geoscienceworld.org/gsa/geology/article/50/8/944/613545/Early-incubation-and-prolonged-maturation-of-large,2023-01-24
A newly discovered subglacial lake in East Antarctica likely hosts a valuable sedimentary record of ice and climate change,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/8/949/613548/A-newly-discovered-subglacial-lake-in-East,2023-01-24
A tropically hot mid-Cretaceous North American Western Interior Seaway,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/8/954/613546/A-tropically-hot-mid-Cretaceous-North-American,2023-01-24
U-Pb dating reveals multiple Paleoproterozoic orogenic events (Hamersley orogenic cycle) along the southern Pilbara margin (Australia) spanning the onset of atmospheric oxygenation,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/8/959/613624/U-Pb-dating-reveals-multiple-Paleoproterozoic,2023-01-24
Permeability of subducted oceanic crust revealed by eclogite-facies vugs,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/8/964/613625/Permeability-of-subducted-oceanic-crust-revealed,2023-01-24
Recurrent tectonic activity in northeastern Brazil during Pangea breakup: Constraints from U-Pb carbonate dating,"Carbonate U-Pb dating of samples from rift-bounding faults of intracontinental basins in the Borborema province, northeastern Brazil, indicate recurrent tectonic activity during Pangea breakup lasting for >150 m.y. from the Late Triassic to the Paleocene, reactivating inherited strike-slip Neoproterozoic–Cambrian shear zones. Triassic ages indicate that brittle deformation started some 80 m.y. before previously known, most likely related to rifting along the incipient Central Atlantic. The subsequent Cretaceous opening of the South Atlantic caused renewed fault activity during rifting and basin development. Furthermore, recurrent Cenozoic tectonic activity along the rift-bounding faults is indicated, suggesting that structural inheritance of the Neoproterozoic–Cambrian continental-scale Borborema shear zone system has been responsible for accommodation of recurrent tectonic stress from Mesozoic rifting to the present day.",https://pubs.geoscienceworld.org/gsa/geology/article/50/8/969/613626/Recurrent-tectonic-activity-in-northeastern-Brazil,2023-01-24
A multidisciplinary approach to reconstructing the history of early animal life on Earth,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/9/979/616289/A-multidisciplinary-approach-to-reconstructing-the,2023-01-24
Accumulation of windblown sand in impact craters on Mars,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/9/981/613628/Accumulation-of-windblown-sand-in-impact-craters,2023-01-24
Seismic evidence for lithospheric boudinage and its implications for continental rifting,"The continental rifting that precedes the breakup of a continent and the formation of a new ocean basin is one of the key processes of plate tectonics. Although often viewed as a two-dimensional process, rifted margins exhibit significant variations along strike. We document along-strike variations developed during the ca. 200–160 Ma continental rifting that formed the margins of the Gulf of Mexico ocean basin. Rayleigh-wave ambient noise tomography reveals a zone of high and low seismic velocity resembling large scale geologic boudins in the mantle lithosphere of the northwestern Gulf of Mexico margin. These features become progressively less prominent eastward following the transition from a magma-poor to a magma-rich passive margin. We infer that mantle refertilization and thickness of the pre-rift lithosphere control deformation style and the along-strike variations in continental rifting. Our results also suggest that deformation during rifting produces long-lived features that persist long after breakup and, therefore, can be used to study rifted margins globally.",https://pubs.geoscienceworld.org/gsa/geology/article/50/9/986/613627/Seismic-evidence-for-lithospheric-boudinage-and,2023-01-24
Triple oxygen isotope evidence for a hot Archean ocean,"Triple oxygen isotope (δ17O and δ18O) values of high- and low-temperature altered oceanic crust and products of basalt alteration experiments were measured to better constrain ocean isotope compositions in deep time. The data define an array of δ18O and Δ′17O (Δ′17O=δ′17O − λRL × δ′18O + γ) values from mantle values toward 1‰ and −0.01‰, respectively, with a λ of ~0.523. The altered oceanic crust data were used to construct a model for estimating δ18O-Δ′17O values of the ancient oceans if the continental weathering flux (FCW) and/or hydrothermal oceanic crust alteration flux (FHT) changed through time. A maximum lowering of 7‰ and 4‰, respectively, is achieved in the most extreme cases. The δ18O value of the ocean cannot be raised by more than 1.1‰. Eclogites from the Roberts Victor kimberlite (South Africa), with a protolith age of 3.1 Ga, have δ18O-Δ′17O values that precisely overlap with those of the modern altered oceanic crust, suggesting that the Archean oceans had similar isotope values as today. Published triple isotope data for Archean cherts show that all samples have been altered to some degree and suggest an Archean ocean surface temperature of ~70–100 °C. An ocean as light as −2‰ is still consistent with our eclogite data and reduce our temperature estimates by 10 °C.",https://pubs.geoscienceworld.org/gsa/geology/article/50/9/991/614056/Triple-oxygen-isotope-evidence-for-a-hot-Archean,2023-01-24
Ringwoodite and zirconia inclusions indicate downward travel of super-deep diamonds,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/9/996/614064/Ringwoodite-and-zirconia-inclusions-indicate,2023-01-24
Mercury isotopic composition of igneous rocks from an accretionary orogen: Implications for lithospheric recycling,"Mercury (Hg) provides critical information on terrestrial planet formation and evolution due to its unique physicochemical properties and multiform isotopic compositions. Current knowledge of Hg is mainly limited to Earth's surface environments, and the understanding of Hg in the Earth's interior remains unclear. Accretionary orogens are major settings for continental crustal growth and crust-mantle interactions. We studied the Hg concentration and isotopic composition of igneous rocks in the eastern Central Asian orogenic belt, using Hg as a proxy to trace the recycling of surface materials in Earth's lithosphere. Our results show low Hg abundances in mafic through felsic igneous rocks (4.93 ± 4.35 ppb, standard deviation [SD], n = 267). Mafic rocks show slightly lower δ202Hg (−2.9‰ ± 0.5‰, SD, n = 24) than intermediate (−2.4‰ ± 0.8‰, SD, n = 58) and felsic (−1.5‰ ± 0.8‰, SD, n = 185) rocks, indicating a chemical stratification of Hg isotopic composition in the continental crust with isotopically lighter Hg in the lower part and heavier Hg in the upper part. Slightly positive Δ199Hg values are observed in mantle-derived mafic (0.07‰ ± 0.06‰, SD) and intermediate (0.06‰ ± 0.07‰, SD) rocks, which agree well with those reported for marine sediments, indicating the involvement of fluids or melts from the oceanic crust. Larger variations of Δ199Hg values (−0.26‰ to +0.21‰, average: 0.01‰ ± 0.08‰, SD, n = 185) are observed in felsic rocks, further indicating recycling of surface Hg from the marine reservoir via slab subduction (reflected by positive values) plus magmatic assimilation of terrestrial Hg (reflected by negative values). Our study demonstrates that Hg isotopes can be a promising tracer for the chemical dynamics of Earth's lithosphere.",https://pubs.geoscienceworld.org/gsa/geology/article/50/9/1001/614060/Mercury-isotopic-composition-of-igneous-rocks-from,2023-01-24
"The role of flat slab subduction, ridge subduction, and tectonic inheritance in Andean deformation",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/9/1007/614055/The-role-of-flat-slab-subduction-ridge-subduction,2023-01-24
Explosive-effusive-explosive: The role of magma ascent rates and paths in modulating caldera eruptions,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/9/1013/614063/Explosive-effusive-explosive-The-role-of-magma,2023-01-24
Deep-focus earthquakes: From high-temperature experiments to cold slabs,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/9/1018/614058/Deep-focus-earthquakes-From-high-temperature,2023-01-24
